ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat,y
2000-12-01,916102.0225351552,796611.5940409082,1006778.1793751383,882196.573011993,949327.8898898582,-0.010767737494262573,-0.02072296986427685,-0.0011387476413346124,-0.010767737494262573,-0.02072296986427685,-0.0011387476413346124,0.0,0.0,0.0,906237.6764385337,942784.3384680001
2001-01-01,915782.1378838184,794819.4304961369,997639.644557183,884011.810952759,948073.1548815479,-0.01898861870792192,-0.029888343704581342,-0.00879151572972689,-0.01898861870792192,-0.029888343704581342,-0.00879151572972689,0.0,0.0,0.0,898392.700048017,937529.1140200001
2001-02-01,915462.2532324817,827153.8450575378,1029261.0360170116,885542.3036410043,946543.4920298042,0.009289734359420654,-0.006219636581488576,0.02454613337030869,0.009289734359420654,-0.006219636581488576,0.02454613337030869,0.0,0.0,0.0,923966.6543810881,935114.61699
2001-03-01,915173.3251603064,826975.5564088066,1026008.3622366062,887262.0832769242,944179.3878775105,0.01256493975798833,0.004804881478699977,0.020191963874343872,0.01256493975798833,0.004804881478699977,0.020191963874343872,0.0,0.0,0.0,926672.4228590635,931447.671557
2001-04-01,914853.4405089696,828545.6396588886,1028784.1878009309,887973.9917354746,942170.0528576529,0.011578540890854977,0.002943018202596306,0.0201237069119355,0.011578540890854977,0.002943018202596306,0.0201237069119355,0.0,0.0,0.0,925446.1084790422,927942.058566
2001-05-01,914543.8747173535,824956.795444662,1024043.0591743434,889678.1828160309,940592.850136506,0.007214274958737855,-0.0012227205854945192,0.015197615149240626,0.007214274958737855,-0.0012227205854945192,0.015197615149240626,0.0,0.0,0.0,921141.645691394,926010.3888770001
2001-06-01,914223.9900660167,818414.2225892362,1025947.5301768126,890403.2840820543,938014.2786327869,0.004932822036972249,-0.003576823531825316,0.014044890747974789,0.004932822036972249,-0.003576823531825316,0.014044890747974789,0.0,0.0,0.0,918733.694310943,915460.962485
2001-07-01,913914.4242744005,808880.9257352916,1017253.585355752,890605.6254811108,935685.9693189114,-0.0002607302591499861,-0.008460747961748968,0.008277868772772902,-0.0002607302591499861,-0.008460747961748968,0.008277868772772902,0.0,0.0,0.0,913676.1391297185,918844.11209
2001-08-01,913594.5396230636,803491.2714801828,1014094.1452498634,891303.0233945348,934467.503201762,-0.0008107743780702678,-0.009003902682677804,0.007579705305724143,-0.0008107743780702678,-0.009003902682677804,0.007579705305724143,0.0,0.0,0.0,912853.8205783924,920975.786635
2001-09-01,913619.0916140783,804912.8398700549,1005819.8417076989,892157.6238980952,934155.9649647435,-0.0025954685713884453,-0.011562546684751969,0.005327054803875032,-0.0025954685713884453,-0.011562546684751969,0.005327054803875032,0.0,0.0,0.0,911247.8219755734,923936.3919360001
2001-10-01,913642.8516053829,805168.1179381284,1006740.8133363741,893102.2390018186,933634.1358874299,-0.007108509999593425,-0.015125817902185982,0.0011047661155839303,-0.007108509999593425,-0.015125817902185982,0.0011047661155839303,0.0,0.0,0.0,907148.2122586889,920121.3253200001
2001-11-01,913667.4035963975,804932.3005526192,1010691.0470455597,894277.6031322647,932663.7558559917,-0.005762648258544041,-0.013701195243631835,0.002441259771066781,-0.005762648258544041,-0.013701195243631835,0.002441259771066781,0.0,0.0,0.0,908402.2597241743,922147.0346
2001-12-01,913691.1635877021,813229.8578731103,1011201.3044688815,894668.9400098701,932220.5899388616,-0.006035501925954852,-0.013895298595961532,0.0019156632799543355,-0.006035501925954852,-0.013895298595961532,0.0019156632799543355,0.0,0.0,0.0,908176.5788101406,926105.1462719999
2002-01-01,913715.7155787167,805030.2078341669,1006246.9211351762,894542.8272408168,932671.8051211983,-0.011597029472879135,-0.019653502707960492,-0.003892347987854205,-0.011597029472879135,-0.019653502707960492,-0.003892347987854205,0.0,0.0,0.0,903119.3274953176,908457.4889270001
2002-02-01,913740.2675697313,814547.6679654006,1018879.9282390437,894672.805429039,932718.6198981074,0.004976709689011534,-0.0064423881794081796,0.015555527936094393,0.004976709689011534,-0.0064423881794081796,0.015555527936094393,0.0,0.0,0.0,918287.6876125855,906257.104343
2002-03-01,913762.4435616157,815773.6903804375,1022468.5987308094,893968.8000673649,932029.2654356816,0.008294814161764443,-0.0008112878588733056,0.01809849676800682,0.008294814161764443,-0.0008112878588733056,0.01809849676800682,0.0,0.0,0.0,921341.933218959,904699.24659
2002-04-01,914481.3617757283,819162.5878511947,1028651.6216905239,896084.391309121,933054.8710043555,0.009461087298588015,0.0012675791846523783,0.018029184629515492,0.009461087298588015,0.0012675791846523783,0.018029184629515492,0.0,0.0,0.0,923133.3497724201,907761.9430280001
2002-05-01,915177.0890797082,824609.5051305548,1029480.6010571987,897238.4172483137,932984.372907202,0.011236358248642683,0.0020519587318233966,0.020376163252529944,0.011236358248642683,0.0020519587318233966,0.020376163252529944,0.0,0.0,0.0,925460.3467135578,904387.840946
2002-06-01,915896.0072938208,821604.2697386898,1016855.3600530627,897438.1149447059,933804.2942434357,0.007705169947334808,-0.0006202172051711273,0.01586447343099467,0.007705169947334808,-0.0006202172051711273,0.01586447343099467,0.0,0.0,0.0,922953.141684105,903447.840121
2002-07-01,916591.7345978009,816999.5018315972,1013478.4664241975,898220.3183120915,934694.7734787636,-3.2244175187499485e-07,-0.008395544726497608,0.008182407036364475,-3.2244175187499485e-07,-0.008395544726497608,0.008182407036364475,0.0,0.0,0.0,916591.4390503563,902792.1987219999
